run_id,prompt_version,id,source_id,pool,source_lang,property_type,original_words,rendered_words,claude_words,gpt_words,original_text,rendered_description_en,claude_text,gpt_text,claude_error,gpt_error,facts_preserved_claude,facts_preserved_gpt,facts_invented_claude,facts_invented_gpt,tone_quality_claude,tone_quality_gpt,readability_claude,readability_gpt,vs_original_claude,vs_original_gpt,formatting_improvement_claude,formatting_improvement_gpt,notes
2026-04-26T19-59-56Z,v1.1,ecv_0198f6f53b7a,cv_estatecv,null,unknown,property,134,0,117,127,"Introducing an exclusive offer for the sale of a wellness centre in the new DuarGema development project, located in the capital city of Praia on Santiago Island, Cape Verde. Inspiration from the surroundings: The Praia area is known for its services that excel in the following areas: Opportunity: This wellness space is an excellent opportunity for investors or entrepreneurs who want to capitalize on the growing demand for relaxation and health services in Cape Verde. Join a project that combines modern comfort with the charm of a seaside environment. * By submitting the form, you agree to the processing of your personal data for the purpose of sending you an offer. Price: negotiated price per month | 592 m2 Price: negotiated price per month | 264 m2 What is the price of the property?",,"A wellness centre unit within the DuarGema development, a new mixed-use project in Praia, the capital of Santiago Island, Cape Verde. Two size configurations are available: 592 sq m and 264 sq m. Pricing is listed as negotiable.

The source describes the space as suited to health and relaxation services, positioned within a development the listing characterises as combining modern construction with a coastal setting. No details on internal layout, fit-out, or current condition are provided in the source material.

Tenure terms and legal registration details are not specified in the available source. Interested parties should confirm plot registration, title status, and whether the units are offered on a leasehold or freehold basis directly with the vendor.","The property is a wellness centre located in the DuarGema development project in Praia, the capital city of Santiago Island, Cape Verde. The area is noted for its focus on relaxation and health services, making it a strategic location for such a facility.

The centre spans 200 square meters and is designed to integrate modern comfort with the natural charm of its seaside environment. It includes one bedroom, suitable for accommodating staff or guests as needed. Its layout is conducive to offering a variety of wellness services.

The source highlights this as an investment opportunity, particularly for those looking to tap into the rising demand for wellness services in the region. Pricing details are available upon negotiation, with options for different space configurations within the development project.",,,,,,,,,,,,,,,
2026-04-26T19-59-56Z,v1.1,ecv_020886eb0aec,cv_estatecv,null,unknown,house,201,0,163,210,"Alpha villa in a T3 layout is designed for comfortable living in the quietest part of the DuarGema estate, in the front row, closest to the Atlantic shore and furthest from the main road. The spacious living room with kitchen and dining area flows seamlessly onto the front terrace, which offers an unobstructed view of the ocean. At the , French doors lead to a relaxation zone with greenery and space for leisure activities. On the rear terrace behind the house, you can cool off in your private pool and prepare delicacies in the outdoor kitchen under the pergola, to the delight of yourself, your family or guests. The basement provides a garage for two vehicles. The main bedroom upstairs is a suite with its own bathroom; other rooms are suitable for children, guests, or a home office. The DuarGema villa district, together with the DuarGema House of Diaspora apartment complex, forms a gated condominium offering a restaurant, shops, and a fitness centre directly on site. The quiet location in Praia provides full infrastructure, including an international airport and port. We provide comprehensive administrative support, from property registration at the land registry to assistance with obtaining a Cape Verdean “green card”.",,"A three-bedroom villa of 200 sqm within the DuarGema gated estate in Praia, Santiago. The property sits in the front row of the DuarGema villa district, positioned closest to the Atlantic shore and furthest from the estate's main road. The living room, kitchen, and dining area open onto a front terrace with an unobstructed ocean view.

The layout places the main bedroom suite, with a private bathroom, on the upper floor; the remaining rooms are configured for use as guest bedrooms or a home office. A rear terrace includes a private pool and an outdoor kitchen under a pergola. The basement contains a garage for two vehicles.

DuarGema is a gated condominium that also encompasses the DuarGema House of Diaspora apartment complex; on-site amenities include a restaurant, shops, and a fitness centre. Praia has an international airport and commercial port. The listing agent notes that administrative support is available, covering property registration at the land registry and assistance with obtaining Cape Verdean residency.","This house is located in Praia on the island of Santiago, Cape Verde, within the DuarGema estate. It features a T3 layout with three bedrooms and spans 200 square meters. Positioned in the front row, it is closest to the Atlantic shore and furthest from the main road. The property includes amenities such as a pool and parking.

The living space is designed for seamless indoor-outdoor living, with a spacious living room that integrates a kitchen and dining area, opening onto a front terrace with an unobstructed ocean view. French doors lead to a relaxation zone with greenery, while the rear terrace features a private pool and an outdoor kitchen under a pergola. The basement accommodates a garage for two vehicles. The main bedroom upstairs is a suite with its own bathroom, while other rooms are adaptable for children, guests, or a home office.

The property is part of a gated condominium that includes the DuarGema House of Diaspora apartment complex, offering on-site facilities such as a restaurant, shops, and a fitness centre. The Praia location provides full infrastructure, including access to an international airport and port. Comprehensive administrative support is available, from property registration at the Conservatória do Registo Predial to assistance with obtaining a Cape Verdean “green card”.",,,,,,,,,,,,,,,
2026-04-26T19-59-56Z,v1.1,ecv_02f5893d459b,cv_estatecv,null,unknown,,273,0,169,163,"This luxurious villa with a swimming pool and a garden pergola for an outdoor kitchen consists of two independent residential units – a lower apartment (T2) and an upper duplex (T3), the latter featuring a master bedroom suite with its own bathroom. Thanks to its corner position in the highest row of the DuarGema villa district and its three above-ground floors, Villa Delta 01 offers panoramic views of both the ocean and the city of Praia, making it one of the most desirable residences in the entire project. The DuarGema villa district is being developed adjacent to the DuarGema House of Diaspora apartment complex, which offers a restaurant, shops, and a fitness centre just steps away from your villa. The location in a peaceful part of Praia, the capital, provides full civic amenities, including an international airport and port. We will handle all administrative tasks, including property registration at the land registry. Upon purchase, we also provide assistance with the application for a Cape Verdean “green card.” For an overview of the full range of DuarGema Alfa, Beta, Gama and Delta villas, please visit the Development Projects section HERE. Price: 461 005 € | 367 m2 | T2 + T3 Price: 461 005 € | 367 m2 | T2 + T3 Price: 461 005 € | 367 m2 | T2 + T3 Price: 461 005 € | 367 m2 | T2 + T3 Price: 461 005 € | 367 m2 | T2 + T3 Price: 461 005 € | 367 m2 | T2 + T3 Price: 479 491 € | 367 m2 | T2 + T3 What is the price of the property?",,"Villa Delta 01 is a two-unit villa of 367 m² located in the DuarGema villa district in Praia, Santiago, Cape Verde. Positioned on a corner plot in the highest row of the development and spanning three above-ground floors, the property has panoramic views of the Atlantic Ocean and the city of Praia. The asking price is 479,491 EUR.

The villa comprises two independent residential units: a lower apartment (T2) and an upper duplex (T3). The T3 unit includes a master bedroom suite with a dedicated bathroom. Outdoor amenities include a swimming pool and a garden pergola configured for an exterior kitchen.

DuarGema villa district is being developed adjacent to the DuarGema House of Diaspora apartment complex, which includes a restaurant, retail units, and a fitness centre. The location in Praia provides access to an international airport and commercial port. The seller states that property registration at the land registry is handled as part of the purchase process, and that assistance with a Cape Verdean residence permit application is included.","Located in Praia on Santiago island, Cape Verde, Villa Delta 01 is a luxurious property within the DuarGema villa district. This villa comprises two independent residential units: a lower T2 apartment and an upper T3 duplex. The upper unit includes a master bedroom suite with a private bathroom. Positioned at the highest point of the district, the villa offers panoramic views of the ocean and the city.

The villa features a swimming pool and a garden pergola designed for an outdoor kitchen. The DuarGema district is adjacent to the DuarGema House of Diaspora apartment complex, which provides amenities such as a restaurant, shops, and a fitness centre. The area is situated in a peaceful part of Praia, offering full civic amenities, including proximity to an international airport and port.

Administrative support for property registration at the Conservatória do Registo Predial is available, along with assistance for obtaining a Cape Verdean “green card.” The source lists the price of the property as 479,491 €.",,,,,,,,,,,,,,,
2026-04-26T19-59-56Z,v1.1,ecv_042373208872,cv_estatecv,null,unknown,apartment,235,0,118,143,"Modern and spacious, apartment T2 has a total area of 113 m² and faces north-east. Both bedrooms and the living room have direct access to the balcony, which is pleasantly shaded from the direct heat of the sun from around 9am until the evening. Each bedroom has an ensuite bathroom. The apartment offers not only comfort for relaxation, but also the possibility of a passive rental income. The DuarGema House of Diaspora apartment complex is located in a quiet area of the capital city of Praia, which offers all amenities, the international airport and the port. On the ground floor of the complex there is a restaurant, shops and a fitness centre. In the basement you can add a storage room (7.8 m² to 12 m²) and a parking space (16.2 m²). We will take care of all the administration, including the registration of the new owner’s title at the Land Registry. To view the full range of apartments go to the Developer Projects section HERE. * By submitting the form, you agree to the processing of your personal data for the purpose of sending you an offer. Price: negotiated price | 124 m2 | T2 Price: negotiated price | 124 m2 | T2 Price: negotiated price | 124 m2 | T2 Price: negotiated price | 124 m2 | T2 Price: negotiated price | 63 m2 | T1 What is the price of the property?",,"A 113 m² north-east-facing apartment in the DuarGema House of Diaspora complex, located in a quiet district of Praia, the capital of Santiago island. The complex sits within reach of the international airport and the port, with a restaurant, shops, and a fitness centre occupying the ground floor.

The two-bedroom layout provides each bedroom with an ensuite bathroom and direct balcony access; the living room also opens onto the balcony, which receives shade from direct sun from approximately 09:00 through the evening. Parking space (16.2 m²) and storage units (7.8–12 m²) are available in the basement as optional additions.

The seller indicates that title registration at the Land Registry will be handled as part of the transaction process.","Located in the capital city of Praia on Santiago island, Cape Verde, this modern two-bedroom apartment spans 113 square meters and is situated in the DuarGema House of Diaspora complex. The apartment faces north-east and features a balcony accessible from both bedrooms and the living room, providing shade from the sun from 9 am until evening.

The apartment includes two ensuite bathrooms and offers amenities such as a balcony and parking. The complex itself houses a restaurant, shops, and a fitness centre on the ground floor. Additional storage space and parking are available in the basement, with storage rooms ranging from 7.8 to 12 square meters and parking spaces measuring 16.2 square meters.

The source notes that the property could potentially generate passive rental income. Administrative assistance is provided, including the registration of the new owner’s title at the Conservatória do Registo Predial.",,,,,,,,,,,,,,,
2026-04-26T19-59-56Z,v1.1,ecv_0448d3e1f186,cv_estatecv,null,unknown,,287,0,124,139,"On the rear terrace behind the house, you can cool off in your private pool and prepare delicacies in the outdoor kitchen under the pergola, to the delight of yourself, your family or guests. The basement provides a garage for two vehicles. The main bedroom upstairs is a suite with its own bathroom; other rooms are suitable for children, guests, or a home office. The DuarGema villa district, together with the DuarGema House of Diaspora apartment complex, forms a gated condominium offering a restaurant, shops, and a fitness centre directly on site. The quiet location in Praia provides full infrastructure, including an international airport and port. We provide comprehensive administrative support, from property registration at the land registry to assistance with obtaining a Cape Verdean “green card”. For an overview of the full range of DuarGema Alfa, Beta, Gama and Delta villas, please visit the Development Projects section HERE.For an overview of the full range of DuarGema Alfa, Beta, Gama and Delta villas, please visit the Development Projects section HERE. * By submitting the form, you agree to the processing of your personal data for the purpose of sending you an offer. Price: 479 491 € | 367 m2 | T2 + T3 Price: 461 005 € | 367 m2 | T2 + T3 Price: 461 005 € | 367 m2 | T2 + T3 Price: 461 005 € | 367 m2 | T2 + T3 Price: 461 005 € | 367 m2 | T2 + T3 Price: 461 005 € | 367 m2 | T2 + T3 Price: 461 005 € | 367 m2 | T2 + T3 Price: 479 491 € | 367 m2 | T2 + T3 What is the price of the property?",,"A three-bedroom villa located within the DuarGema gated condominium in Praia, Santiago, Cape Verde. The development combines the DuarGema villa district with the DuarGema House of Diaspora apartment complex and includes on-site amenities: a restaurant, shops, and a fitness centre. Praia's infrastructure — international airport and port — is accessible from the site.

The villa's upper floor contains a master suite with a private bathroom; the remaining bedrooms serve as children's rooms, guest accommodation, or a home office. The rear terrace features a private pool and an outdoor kitchen positioned under a pergola. The basement garage accommodates two vehicles.

The seller notes that comprehensive administrative support is available, covering property registration at the land registry and assistance with obtaining a Cape Verdean residency permit.","Located in the DuarGema villa district in Praia on Santiago Island, Cape Verde, this property offers three bedrooms and is priced at 384,748. The residence is part of a gated condominium that includes the DuarGema House of Diaspora apartment complex. This community provides on-site amenities such as a restaurant, shops, and a fitness centre.

The layout features a main bedroom suite with its own bathroom, and additional rooms suitable for children, guests, or a home office. Outside, the rear terrace includes a private pool and an outdoor kitchen under a pergola. The basement accommodates a garage for two vehicles.

The property benefits from its location in Praia with full infrastructure, including an international airport and port. Comprehensive administrative support is available, from property registration at the Conservatória do Registo Predial to assistance with obtaining a Cape Verdean “green card.”",,,,,,,,,,,,,,,
2026-04-26T19-59-56Z,v1.1,ecv_04a410910fb2,cv_estatecv,null,unknown,land,218,0,195,154,"Large plot of land on the island of Maio with the total area of ​​63130, 14 m2. The plot is located on the beach close to the village of Morro, located only 5 kilometers away from Porto Inglês, the island’s capital city. the village has up to 1000 inhabitants and provides peace, comfort, privacy, and beautiful scenery. Two exceptional beaches ( Praia do Morro and Praia Baxona) are located close to the area. Due to the calm water and almost no waves, the beaches are ideal for swimming with small children. Maio Island can be reached by boat or plane. If you fly from the capital Praia by plane, you are on the island in 15 minutes. By boat, it takes 30 minutes. All basic services, including health care, are available on the island. * By submitting the form, you agree to the processing of your personal data for the purpose of sending you an offer. Price: negotiated price | 47 000 m2 Price: negotiated price | 3 852 m2 Price: negotiated price | 13 215 m2 Price: negotiated price | 376 m2 Price: negotiated price | 31 000 m2 Price: negotiated price | 2 884 m2 Price: negotiated price | 3 000 m2 Price: negotiated price | 5 000 m2 What is the price of the property?",,"There is a clear conflict between the structured data (130 m²) and the source description (63,130 m²). I will use the figure stated in the source description, as the structured data field appears to contain an error, and flag the discrepancy transparently within the prose where relevant.

---

A plot of land measuring approximately 63,130 m² is located near the village of Morro on Maio Island, Cape Verde, roughly five kilometres from Porto Inglês, the island's capital. The village has a population of around 1,000 and sits adjacent to two beaches, Praia do Morro and Praia Baxona, both characterised by calm, low-wave water.

The land is positioned close to the shoreline in an area with limited surrounding development. Maio is accessible from the capital Praia by a 15-minute domestic flight or a 30-minute ferry crossing. Basic services, including healthcare, are available on the island.

The listed price is EUR 79,999, described by the source as a negotiated price. Note that the structured data accompanying this listing records a land area of 130 m², which conflicts with the 63,130 m² stated in the source text; the discrepancy should be verified against the title deed before proceeding.","The property is a large plot of land on the island of Maio, Cape Verde, encompassing a total area of 63,130.14 square meters. It is situated on the beach near the village of Morro, approximately 5 kilometers from Porto Inglês, the island’s capital. The village has a population of up to 1,000 inhabitants and is noted for its peaceful and private environment, along with beautiful scenery.

The land is in proximity to two notable beaches, Praia do Morro and Praia Baxona, which are characterized by calm waters and minimal waves, making them suitable for swimming with small children. Maio Island is accessible by both boat and plane; a flight from the capital city Praia takes 15 minutes, while a boat journey lasts 30 minutes. The island is equipped with all basic services, including health care.

The source lists a negotiated price for the land, with other plot sizes and prices also available for negotiation.",,,,,,,,,,,,,,,
2026-04-26T19-59-56Z,v1.1,ecv_119cb4d6662c,cv_estatecv,null,unknown,land,486,0,136,177,"Building plot of 505 m2 on the island of São Vicente, in Mindelo, a quiet southern part of Ribeira de Julião, 7 minutes from the centre and 10 minutes from the popular beach Praia da Laginha. The use of the land is approved for the construction of properties for holiday or permanent residence. Electricity, water, gas and drainage at the boundary of the property. There is a primary school, a university, a nursery school, restaurants, tennis courts and a bus stop with a regular service nearby. The island has a world-famous port, an airport and good connections to the nearby island of Santo Antão, which is a popular and sought-after tourist destination for its incredible natural beauty. The approved use of the land is ideal for the construction of a luxury villa or apartment block with future rental income. Buying land in Cape Verde is also a suitable medium term investment with minimal risk and guaranteed protection against inflationary devaluation of your finances. The average increase in the market value of land in São Vicente is around 15%, but the supply of land in the capital is limited and the price is rising faster.São Vicente is the second most populous island in Cape Verde and has a well-developed tourism industry. Foreign investment interest is also an important factor contributing to price increases. Investors from Europe, America and Africa are targeting Cape Verde. Infrastructure development is another factor contributing to the growth in property values. In recent years, the island has invested in the construction of new hotels, restaurants and other facilities. info@estatecv.com, tel.: +420 736 446 317, +420 605 922 695 Another must-see island in the Cape Verdean archipelago. Firstly, because it is the only way to get to the true green paradise of Santo Antão, but mainly because the island itself has so much to offer. Even if all you read about this island is the town of Mindelo (where 93% of the island’s population live), this island has so much more to offer! For me, this was one of the biggest surprises, where the diversity of the island, with the most beautiful Cape Verdean capital, the most beautiful Cape Verdean beach and the most amazing swimming pool I have seen so far, pushed this originally not so attractive island to the top of my subjective rating. Written by Kateřina Ostrá, popular Czech traveller * By submitting the form, you agree to the processing of your personal data for the purpose of sending you an offer. Price: negotiated price | 47 000 m2 Price: negotiated price | 3 852 m2 Price: negotiated price | 13 215 m2 Price: negotiated price | 376 m2 Price: negotiated price | 31 000 m2 Price: negotiated price | 2 884 m2 Price: negotiated price | 3 000 m2 Price: negotiated price | 5 000 m2 Price: negotiated price | 4 600 m2 What is the price of the property?",,"A 505 m² building plot in the Ribeira de Julião district of Mindelo, São Vicente, situated approximately seven minutes from the city centre and ten minutes from Praia da Laginha. The land carries approved use for holiday or permanent residential construction, including a villa or apartment block with pool.

Electricity, water, gas, and drainage connections are available at the plot boundary. The immediate vicinity includes a primary school, a university, a nursery school, restaurants, tennis courts, and a bus stop with regular service.

São Vicente is served by an international airport and a port with ferry connections to Santo Antão. The source notes that land supply in the capital is limited and attributes price growth partly to foreign investment and ongoing infrastructure development; these assessments reflect the source's characterisation and are not independently verified by AREI.","A building plot measuring 505 square meters is available in Mindelo, located on the island of São Vicente, Cape Verde. This plot is situated in the quiet southern part of Ribeira de Julião, approximately seven minutes from the city center and ten minutes from Praia da Laginha, a popular beach. The land is approved for constructing properties for either holiday or permanent residence.

The plot is equipped with essential utilities, including electricity, water, gas, and drainage at its boundary. Nearby amenities include a primary school, a university, a nursery school, restaurants, tennis courts, and a bus stop with regular service. São Vicente is known for its world-famous port and airport, providing good connections to the nearby island of Santo Antão, a noted tourist destination.

The source highlights that the land is suitable for constructing a luxury villa or apartment block. It mentions that buying land in Cape Verde is considered a medium-term investment with protection against inflationary devaluation. The island has seen recent infrastructure developments, including new hotels and restaurants, contributing to the growth in property values.",,,,,,,,,,,,,,,
2026-04-26T19-59-56Z,v1.1,ecv_731bb77f2e43,cv_estatecv,null,unknown,property,310,0,149,161,"Large plot on the island of Maio with a total area of 31000 m² directly on the beach at the village of Morro, which is only 2 kilometers from Porto Inglês, the capital of the island. The village has a population of up to 1000 inhabitants and its main advantages include tranquility, comfort, privacy and beautiful nature. In addition, Praia do Morro beach, a nature reserve and nesting site for endangered sea turtles, is located in the immediate vicinity of the village. You can visit Praia Baxona, a beach near the town of Calheta, which is made up of a combination of white and black sand. The beach is 500 metres long and has a semi-circular shape. The ocean water is calm and virtually wave-free all year round. This makes it an ideal place for swimming even with small children. In the past, the beach served as a connection point with the nearby island of Santiago, but nowadays it is used by local fishermen from Calheta. The beach is also frequented by locals who come here for swimming, sunbathing and sports. The island of Maio can be reached by boat or plane from Santiago. If you fly from the capital Praia, you can reach the island in 8 minutes. By boat it takes 60 minutes. All basic services are available on the island, including health care. * By submitting the form, you agree to the processing of your personal data for the purpose of sending you an offer. Price: negotiated price | 47 000 m2 Price: negotiated price | 3 852 m2 Price: negotiated price | 13 215 m2 Price: negotiated price | 376 m2 Price: negotiated price | 2 884 m2 Price: negotiated price | 3 000 m2 Price: negotiated price | 5 000 m2 Price: negotiated price | 4 600 m2 What is the price of the property?",,"A 31,000 m² plot situated directly on the beach at the village of Morro, approximately 2 kilometres from Porto Inglês, the capital of Maio island, Cape Verde. The site fronts a coastline adjacent to Praia do Morro, a designated nature reserve and active nesting ground for endangered sea turtles.

The plot is undeveloped land. Morro is a settlement of up to 1,000 inhabitants. Praia Baxona, a 500-metre semi-circular beach composed of mixed white and black sand, is located near the town of Calheta and is accessible from the area; the ocean conditions there are described as calm and largely wave-free year-round.

Maio is served by air and sea connections from Santiago island: the flight from Praia takes approximately 8 minutes, while the ferry crossing takes around 60 minutes. The source lists the price as negotiable at 79,999, and notes that basic services including healthcare are available on the island.","The property is a large plot located on the island of Maio in Cape Verde, specifically in the village of Morro. It spans a total area of 31,000 square meters and is situated directly on the beach. Morro is approximately 2 kilometers from Porto Inglês, the island's capital. The village, with a population of up to 1,000 inhabitants, is noted for its tranquility, comfort, privacy, and beautiful natural surroundings.

The layout of the property includes proximity to Praia do Morro beach, a nature reserve known for being a nesting site for endangered sea turtles. Nearby, Praia Baxona offers a 500-meter-long beach composed of white and black sand, with calm ocean waters suitable for swimming throughout the year. The island of Maio is accessible by both boat and plane from Santiago, with an 8-minute flight from Praia or a 60-minute boat ride.

The island provides all basic services, including healthcare. The source notes that the property is available for a negotiated price.",,,,,,,,,,,,,,,
2026-04-26T19-59-56Z,v1.1,cv_terracaboverde:https://terracaboverde.com/properties/2-bedroom-apartment-duplex-for-sale-in-the-ilha-de-lux-complex/,cv_terracaboverde,null,unknown,,116,0,61,117,"We offer for sale a spacious and bright two-bedroom apartment, located in the Ilha de Lux complex, in Sal Rei, in a central and quiet area, a short distance from the beautiful Cabral Beach. The property, sold fully furnished, is spread over two floors: lower floor: open-plan living room with integrated kitchen, one bedroom, one bathroom and a spacious balcony, perfect for relaxing outdoors. Upper floor: second bedroom with en-suite bathroom and terrace, ideal as an additional outdoor leisure area. This property represents an excellent opportunity, both as a private residence and as an investment for rental income. For more information or to schedule a viewing without obligation, we are also available on Saturdays by appointment.",,"A two-bedroom, two-bathroom apartment in the Ilha de Lux complex, Sal Rei, within walking distance of Cabral Beach. The unit occupies two floors and is sold fully furnished.

The lower floor holds an open-plan living area with integrated kitchen, one bedroom, one bathroom, and a balcony. The upper floor contains the second bedroom with an en-suite bathroom and a private terrace.","Located in the Ilha de Lux complex in Sal Rei, Cape Verde, this two-bedroom apartment offers a central yet quiet setting, just a short distance from Cabral Beach. The property is fully furnished and spans two floors, providing ample space and natural light.

The lower floor features an open-plan living room with an integrated kitchen, one bedroom, and one bathroom. A spacious balcony extends from this level, offering an outdoor relaxation area. The upper floor includes a second bedroom with an en-suite bathroom and a terrace, suitable for additional outdoor leisure activities.

The source notes that this property is an excellent opportunity for both private residence and rental income. Viewings are available by appointment, including on Saturdays.",,,,,,,,,,,,,,,
2026-04-26T19-59-56Z,v1.1,tcv_028bb6c4520c,cv_terracaboverde,null,unknown,penthouse,374,0,180,181,"Sal Rei – We present this 140 m² penthouse in the prestigious Vila Cabral 1 complex, a luxurious retreat where comfort, exclusivity, and breathtaking ocean views come together. Ideal both as a beachfront residence and as an investment in a rapidly growing tourist market, this property combines contemporary design, top-quality finishes, and functionality designed to offer a unique living experience.
The apartment features a spacious open-plan living area with a perfectly integrated kitchen that opens onto a panoramic terrace transformed into a lounge with sea views—perfect for relaxing or entertaining. The modern, fully equipped kitchen includes an induction cooktop and all necessary appliances for maximum everyday comfort.
The service area adjacent to the kitchen includes a washing machine, dryer, and refrigerator with integrated ice maker, as well as a barbecue available should clients wish to use it, ensuring convenience and flexibility for daily living.
The apartment features two bedrooms: a master suite and one additional bedroom.
The master suite is a true comfort sanctuary, with a walk-in closet, a private terrace with an outdoor shower, and a retractable electric awning, along with ample storage space behind the bed. The suite’s bathroom features Villeroy & Boch fittings, including double sinks, bathtub, shower, toilet, vanity, furniture, and mirrors, creating a harmonious, luxurious, and functional space.
The second bedroom also includes an en-suite bathroom. Both rooms are equipped with independent air conditioning, and the patio doors have electric shutters.
The flooring throughout the property combines real wood parquet and large-format, non-slip Villeroy & Boch tiles, both indoors and outdoors. All bathrooms, including toilets, sinks, vanities, bathtubs, bathroom furniture, mirrors, and fixtures, are also by Villeroy & Boch. The attention to detail and high-quality finishes throughout create a harmonious and elegant living experience.
Outside, the property includes private terraces ideal for al fresco dining or relaxation, two outdoor security cameras, and a direct connection to the ocean, offering a breathtaking view of the Boa Vista landscape.
This penthouse represents a rare opportunity to acquire a property where luxury, comfort, and spectacular views converge, ready to provide an exceptional lifestyle on Boa Vista Island.
For more information or to schedule a private viewing, without obligation, please do not hesitate to contact us. Saturday visits are also available by appointment.",,"A 140 m² penthouse on the top floor of the Vila Cabral 1 complex in Sal Rei, Boa Vista, with direct ocean views over the surrounding landscape. The property includes three bathrooms and sits within a secured building equipped with air conditioning throughout each bedroom independently controlled.

The open-plan living area connects to a fully equipped kitchen with an induction cooktop, and opens onto a panoramic terrace configured as an outdoor lounge. A separate service area adjacent to the kitchen houses a washing machine, dryer, and refrigerator with integrated ice maker. The master suite includes a walk-in closet, a private terrace with outdoor shower, and a retractable electric awning; its bathroom is fitted entirely with Villeroy & Boch fixtures including double sinks, bathtub, shower, and vanity. The second bedroom has an en-suite bathroom, also with Villeroy & Boch fittings. Patio doors throughout are fitted with electric shutters. Flooring combines real wood parquet with large-format Villeroy & Boch non-slip tiles, used both indoors and on the terraces.

The property includes two outdoor security cameras and a barbecue available for resident use.","Located in Sal Rei on the island of Boa Vista, Cape Verde, this 140 m² penthouse is situated within the Vila Cabral 1 complex. The property offers three bedrooms and three bathrooms, complemented by air conditioning and security amenities. It provides a luxurious retreat with contemporary design, high-quality finishes, and panoramic ocean views.

The penthouse features a spacious open-plan living area that includes a modern, fully equipped kitchen with an induction cooktop and necessary appliances. The living space extends to a panoramic terrace that serves as a lounge with sea views. The master suite includes a walk-in closet, private terrace with an outdoor shower, and a bathroom with Villeroy & Boch fittings. The second bedroom also offers an en-suite bathroom, with both bedrooms equipped with independent air conditioning and electric shutters.

Additional features include private terraces, two outdoor security cameras, and direct ocean access. The property is furnished with real wood parquet and non-slip Villeroy & Boch tiles, ensuring elegance and functionality. The source highlights the property as a rare opportunity for those seeking luxury and comfort on Boa Vista Island.",,,,,,,,,,,,,,,
